Year,Month_Num,Month_Name,Category,Region,Segment,Total_Sales,Total_Orders,Total_Customers,Avg_Order_Value,Total_Profit
2014,6,Jun,Furniture,Central,Home Office,2214.7999999999997,2,2,1107.3999999999999,638.0332
2014,6,Jun,Furniture,East,Consumer,2680.9249999999997,4,4,382.9892857142857,-20.6314
2014,6,Jun,Furniture,East,Corporate,991.764,1,1,991.764,-347.1174
2014,6,Jun,Furniture,South,Consumer,1653.49,4,4,413.3725,291.0392
2014,6,Jun,Furniture,South,Corporate,170.352,1,1,170.352,10.647
2014,6,Jun,Furniture,West,Consumer,2866.988,5,5,477.8313333333333,289.7482
2014,6,Jun,Furniture,West,Corporate,485.23999999999995,2,2,242.61999999999998,25.408
2014,6,Jun,Furniture,West,Home Office,73.32,1,1,73.32,21.996
2014,6,Jun,Office Supplies,Central,Consumer,1970.262,8,8,131.3508,61.9302
2014,6,Jun,Office Supplies,Central,Corporate,769.972,6,6,96.2465,303.9212
2014,6,Jun,Office Supplies,Central,Home Office,1929.658,4,4,275.66542857142855,621.6095
2014,6,Jun,Office Supplies,East,Consumer,2875.0420000000004,13,13,125.00182608695654,438.9159
2014,6,Jun,Office Supplies,East,Corporate,166.68400000000003,1,1,83.34200000000001,54.9275
2014,6,Jun,Office Supplies,East,Home Office,350.904,2,2,116.968,110.66999999999999
2014,6,Jun,Office Supplies,South,Consumer,1105.729,6,5,122.85877777777779,252.463
2014,6,Jun,Office Supplies,West,Consumer,3499.898,5,5,349.9898,1092.5739
2014,6,Jun,Office Supplies,West,Corporate,225.08,4,4,37.513333333333335,74.9838
2014,6,Jun,Office Supplies,West,Home Office,59.808,1,1,59.808,19.4376
2014,6,Jun,Technology,Central,Consumer,620.384,1,1,310.192,-77.5616
2014,6,Jun,Technology,Central,Home Office,71.976,1,1,35.988,10.996799999999999
2014,6,Jun,Technology,East,Consumer,3693.837,7,7,461.729625,743.3766
2014,6,Jun,Technology,South,Consumer,1630.6799999999998,4,4,407.66999999999996,424.29699999999997
2014,6,Jun,Technology,West,Consumer,2155.128,3,3,538.782,227.8707
2014,6,Jun,Technology,West,Corporate,263.96,1,1,263.96,19.797
2014,7,Jul,Furniture,Central,Consumer,17.496,1,1,17.496,-10.0602
2014,7,Jul,Furniture,Central,Corporate,657.93,1,1,657.93,-93.99
2014,7,Jul,Furniture,Central,Home Office,1510.4699999999998,2,2,503.48999999999995,-169.0638
2014,7,Jul,Furniture,East,Consumer,337.06,3,3,84.265,-22.813399999999998
2014,7,Jul,Furniture,East,Corporate,1049.6100000000001,2,2,349.87000000000006,261.8292
2014,7,Jul,Furniture,South,Consumer,223.478,2,2,74.49266666666666,40.571999999999996
2014,7,Jul,Furniture,South,Corporate,232.73600000000002,1,1,116.36800000000001,21.3592
2014,7,Jul,Furniture,West,Consumer,1940.51,5,5,277.2157142857143,81.1619
2014,7,Jul,Furniture,West,Corporate,3994.312,5,5,665.7186666666666,236.26839999999999
2014,7,Jul,Furniture,West,Home Office,857.4490000000001,3,3,285.8163333333334,28.9834
2014,7,Jul,Office Supplies,Central,Consumer,2906.692,6,6,290.6692,-3844.8758000000003
2014,7,Jul,Office Supplies,Central,Corporate,125.21600000000001,3,3,20.869333333333334,25.662
2014,7,Jul,Office Supplies,Central,Home Office,414.604,3,3,82.9208,2.2560000000000056
2014,7,Jul,Office Supplies,East,Consumer,187.772,6,6,23.4715,15.441599999999998
2014,7,Jul,Office Supplies,East,Corporate,300.01,4,4,50.001666666666665,138.4908
2014,7,Jul,Office Supplies,East,Home Office,39.48,1,1,39.48,11.0544
2014,7,Jul,Office Supplies,South,Consumer,297.654,4,4,42.522,133.0345
2014,7,Jul,Office Supplies,South,Corporate,19.362000000000002,3,3,6.454000000000001,-10.1136
2014,7,Jul,Office Supplies,West,Consumer,8819.99,7,7,678.4607692307692,523.9146999999999
2014,7,Jul,Office Supplies,West,Corporate,1410.974,8,8,128.27036363636364,351.878
2014,7,Jul,Office Supplies,West,Home Office,599.454,7,7,49.954499999999996,171.2402
2014,7,Jul,Technology,Central,Consumer,1066.924,4,4,266.731,29.604
2014,7,Jul,Technology,Central,Corporate,2.97,1,1,2.97,1.3068
2014,7,Jul,Technology,Central,Home Office,38.272,1,1,38.272,3.8272
2014,7,Jul,Technology,East,Consumer,1096.264,6,6,156.60914285714284,292.1278
2014,7,Jul,Technology,East,Corporate,557.95,2,2,278.975,151.0061
2014,7,Jul,Technology,South,Consumer,479.97,1,1,479.97,163.1898
2014,7,Jul,Technology,South,Corporate,575.92,1,1,575.92,71.99
2014,7,Jul,Technology,West,Consumer,2823.93,3,3,564.786,371.42449999999997
2014,7,Jul,Technology,West,Corporate,1105.998,3,3,221.1996,153.0189
2014,7,Jul,Technology,West,Home Office,255.936,1,1,255.936,28.7928
2014,8,Aug,Furniture,Central,Consumer,910.6020000000001,2,2,455.30100000000004,35.9144
2014,8,Aug,Furniture,Central,Home Office,53.88,1,1,53.88,22.6296
2014,8,Aug,Furniture,East,Consumer,863.7719999999999,2,2,431.88599999999997,-223.4328
2014,8,Aug,Furniture,East,Corporate,1146.6299999999999,2,2,573.3149999999999,301.0454
2014,8,Aug,Furniture,South,Consumer,968.3345,3,3,322.77816666666666,53.944100000000006
2014,8,Aug,Furniture,South,Corporate,1776.428,3,3,444.107,470.4614
2014,8,Aug,Furniture,West,Consumer,1305.18,8,8,163.1475,-25.759599999999985
2014,8,Aug,Furniture,West,Corporate,295.52,2,2,147.76,28.6692
2014,8,Aug,Office Supplies,Central,Consumer,80.584,3,3,20.146,-106.586
2014,8,Aug,Office Supplies,Central,Corporate,15.552,1,1,15.552,5.4432
2014,8,Aug,Office Supplies,Central,Home Office,1090.395,3,3,218.079,302.92019999999997
2014,8,Aug,Office Supplies,East,Consumer,1111.636,9,9,61.757555555555555,178.34269999999998
2014,8,Aug,Office Supplies,East,Corporate,700.818,6,6,70.0818,262.481
2014,8,Aug,Office Supplies,East,Home Office,18.232,3,3,6.077333333333333,5.4495
2014,8,Aug,Office Supplies,South,Consumer,813.616,5,5,116.23085714285715,-267.8202
2014,8,Aug,Office Supplies,South,Corporate,1606.67,6,6,146.0609090909091,564.1254
2014,8,Aug,Office Supplies,South,Home Office,298.816,1,1,59.7632,30.881800000000002
2014,8,Aug,Office Supplies,West,Consumer,5203.887,14,14,179.44437931034483,1620.5194999999999
2014,8,Aug,Office Supplies,West,Corporate,325.352,5,4,46.47885714285714,128.5176
2014,8,Aug,Office Supplies,West,Home Office,113.904,2,2,56.952,43.326
2014,8,Aug,Technology,Central,Home Office,871.1700000000001,2,2,290.39000000000004,368.10540000000003
2014,8,Aug,Technology,East,Consumer,199.98,1,1,199.98,83.9916
2014,8,Aug,Technology,East,Corporate,391.40999999999997,2,2,195.70499999999998,141.4395
2014,8,Aug,Technology,East,Home Office,149.97,1,1,149.97,52.4895
2014,8,Aug,Technology,South,Consumer,335.52,2,2,167.76,120.7872
2014,8,Aug,Technology,South,Corporate,1098.2939999999999,3,3,366.09799999999996,312.8691
2014,8,Aug,Technology,South,Home Office,158.928,1,1,158.928,41.7186
2014,8,Aug,Technology,West,Consumer,4422.152,9,9,442.2152,687.8513
2014,8,Aug,Technology,West,Corporate,95.1,1,1,95.1,30.432
2014,8,Aug,Technology,West,Home Office,1487.136,2,2,495.712,47.348400000000005
2014,9,Sep,Furniture,Central,Consumer,4697.46,5,5,782.91,-279.49830000000003
2014,9,Sep,Furniture,Central,Corporate,9.96,1,1,9.96,-6.723
2014,9,Sep,Furniture,Central,Home Office,1482.4078,6,6,211.77254285714284,32.729200000000006
2014,9,Sep,Furniture,East,Consumer,7362.064,10,10,566.3126153846154,777.7051
2014,9,Sep,Furniture,East,Corporate,2419.699,8,8,268.85544444444446,360.55440000000004
2014,9,Sep,Furniture,East,Home Office,233.436,2,2,116.718,26.33
2014,9,Sep,Furniture,South,Consumer,524.6,4,4,131.15,75.31569999999999
2014,9,Sep,Furniture,West,Consumer,3594.528,8,8,449.316,409.8988
2014,9,Sep,Furniture,West,Corporate,551.7940000000001,3,3,183.93133333333336,-13.164499999999997
2014,9,Sep,Furniture,West,Home Office,2940.532,2,2,980.1773333333334,475.4502
2014,9,Sep,Office Supplies,Central,Consumer,11179.474,10,10,532.3559047619048,3696.406899999999
2014,9,Sep,Office Supplies,Central,Corporate,495.178,5,5,49.5178,-200.23780000000002
2014,9,Sep,Office Supplies,Central,Home Office,814.054,5,5,81.4054,172.2069
2014,9,Sep,Office Supplies,East,Consumer,3645.3779999999997,22,21,117.59283870967741,878.0044
2014,9,Sep,Office Supplies,East,Corporate,4559.916,10,10,284.99475,112.5908
2014,9,Sep,Office Supplies,East,Home Office,235.282,8,8,23.528200000000002,57.9264
2014,9,Sep,Office Supplies,South,Consumer,2020.484,9,9,224.4982222222222,897.1210000000001
2014,9,Sep,Office Supplies,South,Corporate,305.616,4,4,50.936,45.9759
2014,9,Sep,Office Supplies,South,Home Office,9.64,1,1,9.64,4.7236
2014,9,Sep,Office Supplies,West,Consumer,3290.718,16,16,94.02051428571428,779.0496
2014,9,Sep,Office Supplies,West,Corporate,377.96,6,6,47.245,114.3734
2014,9,Sep,Office Supplies,West,Home Office,489.598,6,6,54.39977777777778,141.3991
2014,9,Sep,Technology,Central,Consumer,9289.642,6,6,1327.0917142857143,-1131.5696
2014,9,Sep,Technology,Central,Corporate,6139.65,2,2,2046.55,-883.2633000000001
2014,9,Sep,Technology,Central,Home Office,300.86400000000003,2,2,100.28800000000001,22.7462
2014,9,Sep,Technology,East,Consumer,6331.950000000001,7,7,575.6318181818183,2486.1721
2014,9,Sep,Technology,East,Corporate,431.922,1,1,215.961,-555.0384
2014,9,Sep,Technology,East,Home Office,73.142,2,2,36.571,30.5685
2014,9,Sep,Technology,South,Consumer,4182.929,4,4,1045.73225,-1413.5075
2014,9,Sep,Technology,South,Corporate,132.066,2,2,44.022,45.3375
2014,9,Sep,Technology,West,Consumer,3571.4230000000002,6,6,357.14230000000003,1137.0221
2014,9,Sep,Technology,West,Corporate,83.984,1,1,83.984,31.494
2014,10,Oct,Furniture,Central,Consumer,295.367,3,3,98.45566666666667,-90.7635
2014,10,Oct,Furniture,East,Consumer,4834.2080000000005,5,5,604.2760000000001,556.2438
2014,10,Oct,Furniture,East,Corporate,1667.644,2,2,833.822,-707.4685999999999
2014,10,Oct,Furniture,East,Home Office,223.808,2,2,111.904,34.0216
2014,10,Oct,Furniture,South,Consumer,15.384,1,1,15.384,4.0383
2014,10,Oct,Furniture,South,Corporate,2209.9700000000003,6,6,368.3283333333334,195.04970000000003
2014,10,Oct,Furniture,West,Consumer,1796.038,3,3,598.6793333333334,249.81279999999998
2014,10,Oct,Furniture,West,Corporate,1029.134,3,3,257.2835,-28.0906
2014,10,Oct,Furniture,West,Home Office,232.69400000000002,3,3,77.56466666666667,36.321
2014,10,Oct,Office Supplies,Central,Consumer,596.306,5,5,59.6306,81.2453
2014,10,Oct,Office Supplies,Central,Corporate,620.1379999999999,6,6,88.59114285714284,89.9377
2014,10,Oct,Office Supplies,Central,Home Office,542.234,1,1,135.5585,25.9985
2014,10,Oct,Office Supplies,East,Consumer,1188.222,11,11,79.2148,196.2783
2014,10,Oct,Office Supplies,East,Corporate,568.984,4,4,81.28342857142857,27.2617
2014,10,Oct,Office Supplies,South,Consumer,11.85,1,1,11.85,3.792
2014,10,Oct,Office Supplies,South,Corporate,667.94,5,5,111.32333333333334,31.5707
2014,10,Oct,Office Supplies,South,Home Office,467.228,4,4,58.4035,47.284
2014,10,Oct,Office Supplies,West,Consumer,710.596,11,11,47.373066666666666,232.3338
2014,10,Oct,Office Supplies,West,Corporate,1817.64,7,7,82.62,374.4514
2014,10,Oct,Office Supplies,West,Home Office,19.99,2,2,9.995,7.4872
2014,10,Oct,Technology,Central,Consumer,4855.888,3,3,1618.6293333333333,948.9851
2014,10,Oct,Technology,Central,Corporate,1735.856,3,3,433.964,213.8455
2014,10,Oct,Technology,Central,Home Office,319.968,1,1,319.968,71.9928
2014,10,Oct,Technology,East,Consumer,462.25800000000004,4,4,115.56450000000001,-44.358299999999986
2014,10,Oct,Technology,South,Consumer,23.472,1,1,23.472,4.9878
2014,10,Oct,Technology,South,Corporate,1394.95,1,1,1394.95,362.687
2014,10,Oct,Technology,South,Home Office,22.96,1,1,22.96,4.3624
2014,10,Oct,Technology,West,Consumer,1457.108,7,7,208.1582857142857,244.7758
2014,10,Oct,Technology,West,Corporate,925.4219999999999,3,3,185.0844,187.1489
2014,10,Oct,Technology,West,Home Office,740.136,3,3,246.712,87.0252
2014,11,Nov,Furniture,Central,Consumer,2862.496,7,7,286.2496,-187.6522
2014,11,Nov,Furniture,Central,Corporate,1847.5041999999999,5,5,307.9173666666666,-133.672
2014,11,Nov,Furniture,Central,Home Office,479.9,1,1,479.9,81.583
2014,11,Nov,Furniture,East,Consumer,5208.798,8,8,651.09975,-109.2681
2014,11,Nov,Furniture,East,Corporate,2575.88,6,6,367.98285714285714,29.510000000000012
2014,11,Nov,Furniture,East,Home Office,537.618,4,4,134.4045,22.313400000000005
2014,11,Nov,Furniture,South,Consumer,1505.288,2,2,501.7626666666667,-310.0824
2014,11,Nov,Furniture,South,Corporate,397.6,1,1,397.6,43.736
2014,11,Nov,Furniture,South,Home Office,111.15,1,1,111.15,48.906
2014,11,Nov,Furniture,West,Consumer,4409.672,13,13,293.9781333333333,27.104999999999976
2014,11,Nov,Furniture,West,Corporate,1197.5945000000002,3,3,299.39862500000004,185.6471
2014,11,Nov,Furniture,West,Home Office,431.372,2,2,215.686,3.9784000000000006
2014,11,Nov,Office Supplies,Central,Consumer,4865.496,14,14,173.76771428571428,-883.2890000000001
2014,11,Nov,Office Supplies,Central,Corporate,919.268,12,12,45.9634,171.68990000000002
2014,11,Nov,Office Supplies,Central,Home Office,342.26,3,3,57.04333333333333,100.1248
2014,11,Nov,Office Supplies,East,Consumer,4805.254999999999,19,18,177.9724074074074,892.1998
2014,11,Nov,Office Supplies,East,Corporate,3517.5879999999997,8,8,234.50586666666666,1013.1086
2014,11,Nov,Office Supplies,East,Home Office,1548.546,8,8,154.8546,241.37199999999999
2014,11,Nov,Office Supplies,South,Consumer,640.555,6,6,64.0555,115.4941
2014,11,Nov,Office Supplies,South,Corporate,2227.71,9,9,111.38550000000001,888.6922000000001
2014,11,Nov,Office Supplies,West,Consumer,2920.636,22,22,100.71158620689656,201.77589999999998
2014,11,Nov,Office Supplies,West,Corporate,4567.142,11,11,228.3571,1434.7035
2014,11,Nov,Office Supplies,West,Home Office,507.98,7,7,50.798,236.0842
2014,11,Nov,Technology,Central,Consumer,1999.026,6,6,285.57514285714285,-12.078100000000006
2014,11,Nov,Technology,Central,Corporate,467.658,5,5,93.5316,58.1763
2014,11,Nov,Technology,Central,Home Office,273.96,1,1,273.96,10.9584
2014,11,Nov,Technology,East,Consumer,9245.256000000001,10,10,770.4380000000001,1289.9534999999998
2014,11,Nov,Technology,East,Corporate,1883.91,2,2,941.955,6.830399999999997
2014,11,Nov,Technology,East,Home Office,4627.92,1,1,1542.64,2205.6126
2014,11,Nov,Technology,South,Corporate,1015.83,2,2,507.915,120.1068
2014,11,Nov,Technology,South,Home Office,1530.62,3,3,306.12399999999997,436.49019999999996
2014,11,Nov,Technology,West,Consumer,8109.5,15,15,477.02941176470586,950.884
2014,11,Nov,Technology,West,Corporate,376.81,4,4,75.362,25.0428
2014,11,Nov,Technology,West,Home Office,670.918,2,2,335.459,86.0898
2014,12,Dec,Furniture,Central,Consumer,3957.942,8,8,439.77133333333336,364.487
2014,12,Dec,Furniture,Central,Corporate,875.35,4,4,175.07,-118.00640000000001
2014,12,Dec,Furniture,Central,Home Office,609.294,2,2,304.647,-13.3842
2014,12,Dec,Furniture,East,Consumer,2397.518,7,7,266.39088888888887,-225.539
2014,12,Dec,Furniture,East,Corporate,3089.116,6,6,441.3022857142857,1.5632000000000232
2014,12,Dec,Furniture,East,Home Office,1778.2540000000001,3,3,444.56350000000003,415.47220000000004
2014,12,Dec,Furniture,South,Consumer,2763.288,5,5,552.6576,268.5344
2014,12,Dec,Furniture,South,Corporate,1013.832,1,1,1013.832,101.3832
2014,12,Dec,Furniture,South,Home Office,2699.58,1,1,1349.79,593.9076
2014,12,Dec,Furniture,West,Consumer,8065.3705,11,11,504.08565625,338.2832
2014,12,Dec,Furniture,West,Corporate,3086.404,7,7,280.5821818181818,246.8115
2014,12,Dec,Furniture,West,Home Office,310.01800000000003,2,2,103.33933333333334,38.3071
2014,12,Dec,Office Supplies,Central,Consumer,1874.8480000000002,15,15,85.22036363636364,478.0431
